BALANCE_FREQUENCY,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY,PRC_FULL_PAYMENT,TENURE,PAYMENT_RATIO,ONEOFF_PURCHASE_RATIO,INSTALLMENT_PURCHASE_RATIO,CASH_ADVANCE_RATIO,UTILIZATION_RATIO,AVG_PURCHASE_TRX,AVG_CASHADVANCE_TRX,Cluster
0.818182,0.25,0.25,0.0,0.0,12,1.7113279635479093,0.6931471772091431,0.0,0.0,0.2741388028128807,5.520245187853555,0.0,3
1.0,1.0,0.25,0.0,0.25,12,0.8068464318609012,0.5749006257473341,0.20134451930071903,0.0,0.4092199642362576,4.826462413062327,0.0,2
1.0,0.75,0.166667,0.0,0.083333,12,2.0272994657063728,0.179344627930959,0.5897663695305326,0.0,0.11590790005343578,4.421584373922988,0.0,2
1.0,0.0,0.0,0.083333,0.0,12,0.5954331060023408,0.0,0.0,0.11785189239688755,0.6545402179811954,0.0,5.851650378891323,0
1.0,0.5,0.0,0.166667,0.0,12,0.6651590503888707,0.0,0.693147177457631,0.288344791903507,0.6209939558414638,4.993950531819193,6.356752206961787,3
0.875,0.0,0.0,0.25,0.0,8,0.7133815366446867,0.0,0.0,0.851736721108188,0.5251375866979248,0.0,6.834203970057908,0
0.454545,0.416667,0.0,0.0,0.25,12,1.4991454765364127,0.0,0.6931471709260342,0.0,0.016302189803451633,4.18775777583764,0.0,1
1.0,0.666667,0.083333,0.0,0.0,12,1.197264776926277,0.2845294876368055,0.5133405433165819,0.0,0.1423720599069719,4.043732204778148,0.0,2
1.0,1.0,0.0,0.0,0.0,12,0.08116650528458944,0.0,0.6931471680173007,0.0,0.6389511145801462,3.5328094594832917,0.0,3
1.0,0.666667,0.0,0.0,0.0,12,0.016319869756884382,0.0,0.6931471522601956,0.0,0.6973096743292405,3.1391818601074473,0.0,3
1.0,1.0,0.916667,0.333333,0.0,12,0.811797479613429,0.6571359272833124,0.06835104615737725,0.03532548670294499,0.4486398917500331,4.250349005485276,3.667944605065846,3
0.636364,1.0,0.0,0.0,0.0,12,3.3440206556126966,0.0,0.6931471744317435,0.0,0.070946197676918,3.891699666656201,0.0,2
0.818182,1.0,0.083333,0.333333,0.0,12,2.0347017397470606,0.59506750622798,0.17129992250951662,1.1309009628836286,0.35223241951767637,5.792391166123886,6.420672409934872,3
1.0,0.0,0.0,0.363636,0.0,11,0.6198313182272274,0.0,0.0,0.13873518152173128,0.6390931674940855,0.0,5.301995426223962,0
1.0,1.0,0.0,0.0,0.0,12,0.8419342025080854,0.0,0.693147168047433,0.0,0.05505042569290495,3.5351445451343406,0.0,2
1.0,0.166667,0.166667,0.25,0.0,12,0.6505486496534837,0.693147131540341,0.0,0.14107696578346207,0.668121103922697,3.951238814747769,3.9113827818087716,3
1.0,1.0,0.0,0.0,0.0,12,0.8158754911753153,0.0,0.6931471591264755,0.0,0.1184004590051773,3.0174929727722493,0.0,2
1.0,0.666667,0.166667,0.833333,0.0,12,0.6786683110862431,0.42427683825278034,0.38629268341646456,0.2720269287666626,0.5195228000281966,3.899569572802939,4.947049146600276,3
1.0,0.416667,0.0,0.0,0.0,12,0.6965335083510139,0.0,0.693147130559949,0.0,0.0031925057678201135,3.0445205329635137,0.0,2
1.0,1.0,0.166667,0.5,0.0,12,0.8263772130304448,0.287812905298412,0.510720943187696,0.23295195561749177,0.6593604744377137,3.8809223310719725,5.766312767345917,3
1.0,1.0,0.083333,0.166667,0.0,12,1.2570650686513447,0.2598995020669696,0.5325089744268898,0.1408646852338325,0.17706796443246986,3.432344063518261,4.487595805643289,3
1.0,0.083333,0.083333,0.166667,0.0,12,0.5224751577662912,0.6931471651729632,0.0,0.16269420894669417,0.4954406254332634,4.69424556623631,5.9852199131540695,3
1.0,0.916667,0.916667,0.0,0.3,12,1.1496649832489223,0.6931471727080634,0.0,0.0,0.09958923276117264,4.075670403303085,0.0,2
0.727273,1.0,0.0,0.0,0.0,12,0.39813546367854896,0.0,0.6931471714238542,0.0,0.2774321032295198,3.6911618636594654,0.0,2
1.0,0.0,0.0,0.083333,0.0,12,0.4407803250746625,0.0,0.0,0.05820244903567685,0.6524266773586156,0.0,4.607800467425558,0
1.0,0.0,0.0,0.727273,0.0,11,0.6008117957924335,0.0,0.0,0.7860604676918591,0.6017064285227487,0.0,6.694153219253699,0
1.0,0.75,0.5,0.333333,0.0,12,0.7177434773458198,0.5246267356068856,0.270158439865986,0.3502599104328852,0.5930484440862867,4.078590803511434,5.495209913133924,3
1.0,0.083333,0.083333,0.333333,0.0,12,0.4722780241603117,0.6931471560501423,0.0,0.3829891408417544,0.5286274361934548,4.634724036785824,5.500474714548623,3
0.454545,0.083333,0.083333,0.333333,0.333333,12,3.3630962857878104,0.693147175369131,0.0,1.6814848020092132,0.17245102835638265,5.084751133666234,6.937261100458686,1
0.727273,0.0,0.0,0.25,0.166667,12,2.4702079292629615,0.0,0.0,1.744387757535178,0.313775251073686,0.0,6.952108149572654,0
0.909091,0.583333,0.416667,0.25,0.111111,12,1.4987454667644917,0.41546133275016567,0.39536794473663506,1.3318875903948515,0.23240447213893894,4.052486430915185,5.298052612198896,3
1.0,0.083333,0.083333,0.0,0.0,12,0.3934171069968156,0.6931471560284969,0.0,0.0,0.6482324226627276,5.322121593520647,0.0,3
1.0,0.0,0.0,0.083333,0.0,12,0.7780341093135253,0.0,0.0,0.7365935317894834,0.6456160522470678,0.0,7.301533883327458,0
1.0,1.0,0.333333,0.0,0.0,12,0.7346000122770161,0.2684814492802703,0.5259250202787425,0.0,0.4857572389895948,4.347331171347769,0.0,3
1.0,0.333333,0.083333,0.166667,0.0,12,0.0,0.20046263970790137,0.5755071452587752,0.07913226437031719,0.6597437109968565,4.481869992270032,4.5360760705966285,3
0.5,0.375,0.0,0.125,0.0,8,0.7865200902955025,0.0,0.6931471349977104,1.1431096767876539,0.24614619551685643,3.6264687493572003,6.922298428367862,0
1.0,0.0,0.0,0.5,0.0,12,0.0,0.0,0.0,0.40985729706612084,0.6580270576256044,0.0,5.648909030393971,0
1.0,1.0,0.666667,0.0,0.916667,12,2.7397062957631317,0.46175260202013174,0.3458193624588036,0.0,0.06733777522193783,3.3491373990980513,0.0,2
1.0,0.166667,0.166667,0.083333,0.083333,12,1.1158813647273074,0.6931471707077288,0.0,0.59038755947674,0.19552768550179397,5.136775035197471,5.853772630826347,3
1.0,0.625,0.375,0.875,0.0,8,2.1987565431897074,0.5404182401523863,0.24941561729099876,1.0042603445070801,0.34425921147848837,4.616680354033547,5.444830418101407,3
1.0,0.666667,0.583333,0.0,0.0,12,0.721984395600789,0.5393431420082927,0.250852050414597,0.0,0.35876156242704765,5.157089214932772,0.0,3
1.0,0.0,0.0,0.25,0.0,12,0.7837930023637085,0.0,0.0,0.18668865040027322,0.36972563095001165,0.0,4.683235752116951,0
0.888889,0.666667,0.666667,0.111111,0.2,9,3.197923781605904,0.6931471780336975,0.0,1.66084820908532,0.14400630043234594,5.1981042875075545,7.591985668127239,3
0.636364,0.666667,0.0,0.0,0.0,12,0.8478651382943743,0.0,0.6931471644309134,0.0,0.006638433693447095,3.6826086225476624,0.0,1
1.0,0.25,0.25,0.0,0.0,12,0.0,0.693147176665561,0.0,0.0,0.19775681539045634,5.3705588468302965,0.0,3
1.0,0.25,0.25,0.416667,0.0,12,0.0,0.6931471645992728,0.0,0.16923131340753644,0.6451665690872594,4.373456316774748,4.903001687390295,3
1.0,0.916667,0.916667,0.0,0.083333,12,1.6733326621703017,0.6512145078313686,0.07893253758874962,0.0,0.27625003762488703,4.8301442052987715,0.0,2
1.0,0.0,0.0,0.181818,0.0,11,0.390705581080102,0.0,0.0,0.055010698998269256,0.6895330016605434,0.0,4.328866548112876,0
1.0,0.416667,0.0,0.333333,0.0,12,0.7484565349031473,0.0,0.6931471587258848,0.16268583178873858,0.6500573430623852,3.667824420804017,5.495721385608609,3
0.727273,0.166667,0.166667,0.0,0.0,12,2.001925944664135,0.6931471363121605,0.0,0.0,0.2539400076725276,4.051780034772323,0.0,1
1.0,0.083333,0.083333,0.0,0.0,12,0.3391964315629465,0.693147105031253,0.0,0.0,0.6792364012831273,4.207663396388616,0.0,3
0.909091,0.0,0.0,0.545455,0.090909,11,2.949334450863562,0.0,0.0,1.7436320396112621,0.17821332555008973,0.0,6.3038393216970405,0
0.090909,0.083333,0.083333,0.0,0.0,12,0.0,0.6931471746075644,0.0,0.0,0.004460260704099382,6.734581671913554,0.0,1
1.0,1.0,0.0,0.083333,0.083333,12,0.7555958278985416,0.0,0.6931471779111351,0.6069039410856039,0.7129198112749687,3.4640129493628606,5.997661155994813,3
1.0,0.583333,0.333333,0.0,0.0,12,0.6237168390787895,0.5814963137201612,0.19168348913043548,0.0,0.6814287812070353,3.6502558584711453,0.0,3
0.875,0.0,0.0,0.125,0.0,8,0.5956357173467566,0.0,0.0,0.7522279590306202,0.43171637511109934,0.0,6.81280101207354,0
1.0,0.0,0.0,0.416667,0.0,12,0.9283424919106265,0.0,0.0,0.2174596357230622,0.48890021451731963,0.0,4.17158310811193,0
1.0,0.666667,0.083333,0.0,0.083333,12,2.0625242837057547,0.5442640541934058,0.2442475518932282,0.0,0.509877531703627,3.5245193845273475,0.0,3
1.0,0.333333,0.333333,0.0,0.0,12,1.0146208144172457,0.6931471768934229,0.0,0.0,0.6929811303047532,5.834581610510679,0.0,3
1.0,0.916667,0.0,0.333333,0.0,12,0.46416494195313274,0.0,0.6931471686296187,0.10792498808723,0.6302230326524794,3.666121581151231,5.058469163868975,3
0.909091,0.666667,0.5,0.833333,0.454545,12,3.277260921078429,0.3132733171748057,0.4898703773765213,2.3153009583714903,0.35571670314543197,4.927751723020134,6.919664659581088,3
1.0,0.0,0.0,0.125,0.25,8,2.0092763064298067,0.0,0.0,1.1778669933274244,0.08958120429228159,0.0,6.199389539044929,0
1.0,0.5,0.1,0.0,0.0,10,0.8868822899525579,0.5333847566998342,0.25874808928411724,0.0,0.5899996246131741,4.5024438473183945,0.0,3
0.909091,0.272727,0.090909,0.0,0.0,11,2.132563854316438,0.5022122224554846,0.29834552109215096,0.0,0.08500491646611986,4.737374283970118,0.0,2
1.0,0.833333,0.166667,0.0,0.0,12,0.6526940331890133,0.36745366507321703,0.4420844247332392,0.0,0.6814484847383292,3.7168239142429353,0.0,3
1.0,1.0,1.0,0.0,0.0,12,1.7485163526531444,0.6931471723106177,0.0,0.0,0.14588061175488523,3.601509151966906,0.0,2
1.0,0.75,0.0,0.0,0.0,12,2.147775783747069,0.0,0.6931471649349458,0.0,0.3263303502284927,3.7135708471928934,0.0,2
1.0,0.0,0.0,0.083333,0.0,12,0.0035457844399753363,0.0,0.0,0.03129199691077937,0.6955262932059026,0.0,3.67187107179504,0
1.0,0.583333,0.583333,0.416667,0.0,12,0.5001387602205505,0.6931471676952309,0.0,0.5311865612050746,0.6637051753271979,4.03464370424845,6.494170432823967,3
0.909091,0.666667,0.166667,0.0,0.181818,12,1.3722728732474394,0.15205390051756135,0.6074678099809413,0.0,0.003465500802535175,2.987427932587195,0.0,2
0.272727,0.0,0.0,0.166667,0.0,12,0.5352057509408211,0.0,0.0,3.6267755766805907,0.008551198371909038,0.0,6.393689088718262,0
0.636364,0.416667,0.166667,0.0,0.444444,12,1.1347429905028912,0.19223094510797403,0.5811253867599695,0.0,0.00031547606526313845,3.318176098381583,0.0,1
0.545455,0.5,0.0,0.0,1.0,12,1.8169571106331717,0.0,0.6931471679336829,0.0,0.034775293733497005,3.526359715792979,0.0,1
1.0,1.0,1.0,0.083333,0.0,12,2.2272238498056534,0.6515819511415378,0.07828098333205985,0.1413514006716152,0.19477722520053642,4.598266211685172,5.686439123038079,3
1.0,1.0,1.0,0.0,1.0,12,2.1332117546065854,0.6931471765528929,0.0,0.0,0.00814355120966251,4.055571786707938,0.0,2
1.0,1.0,0.833333,0.75,0.0,12,1.237296819001882,0.6424240836654227,0.09432452111175683,0.58542993108398,0.4963550857905282,4.258863235318689,5.503739884616527,3
1.0,1.0,0.75,0.75,0.0,12,0.8987273329969258,0.4599818540900995,0.3478040419219372,0.49583057013579623,0.47375819817691395,3.6541196133795313,5.5256855877293,3
1.0,0.083333,0.083333,0.083333,0.0,12,0.745865913396736,0.6931470694488527,0.0,0.025491044833865734,0.6403680634724395,3.828631613930375,4.656215155028399,3
1.0,0.0,0.0,0.416667,0.0,12,0.4216294212443352,0.0,0.0,0.36790383421208767,0.6627090081116984,0.0,5.273458052745353,0
1.0,1.0,0.25,0.083333,0.0,12,0.5021260487178123,0.20299114180116049,0.5737657077778833,0.03875804223613316,0.7141068225470595,4.717346983610317,5.918177171886223,3
1.0,0.909091,0.090909,0.545455,0.090909,11,1.4715770143849396,0.19873266931154052,0.5766943570345998,1.1610151937894755,0.40162559410842075,4.122416816464357,5.334997575653613,3
1.0,0.083333,0.083333,0.083333,0.0,12,0.8797992178470916,0.693147071030938,0.0,0.3185111860160835,0.5505193252536985,3.842663141705602,6.207891547751066,3
1.0,0.166667,0.166667,0.0,0.0,12,0.0,0.6931471682325294,0.0,0.0,0.4349478113245792,5.317134145334981,0.0,3
1.0,0.25,0.25,0.0,0.0,12,0.0,0.6931471571231785,0.0,0.0,0.6783477400627991,4.278235668429792,0.0,3
1.0,0.0,0.0,0.083333,0.0,12,0.050923980020194354,0.0,0.0,0.10058800313826832,0.6677365787412994,0.0,4.800833230383556,0
1.0,0.666667,0.666667,0.0,0.0,12,0.7284796355697747,0.6931471737980716,0.0,0.0,0.23901108750085842,4.22276353261206,0.0,3
1.0,0.0,0.0,0.5,0.0,12,0.0,0.0,0.0,0.3980493931587664,0.6293645472985813,0.0,5.658309314686539,0
0.363636,0.25,0.0,0.0,1.0,12,1.0255465000675446,0.0,0.6931471172688121,0.0,0.0006723512060160805,3.308103747219578,0.0,1
0.0,0.0,0.0,0.142857,0.0,7,0.3658479389260915,0.0,0.0,16.011056104294287,0.0,0.0,4.5091889417788,0
0.666667,0.111111,0.111111,0.0,0.0,9,0.36105626035406324,0.6931469305600392,0.0,0.0,0.0032453182318274315,3.0445129139637856,0.0,1
0.272727,1.0,0.0,0.0,0.0,12,2.638871469444172,0.0,0.6931471768460077,0.0,0.011629321985617848,4.729066996673595,0.0,1
1.0,0.916667,0.916667,0.0,0.083333,12,1.6789850026919577,0.4353536909597147,0.3746555996831807,0.0,0.4830542718159393,3.6545638938151948,0.0,2
0.090909,1.0,0.0,0.0,0.0,12,0.0,0.0,0.6931471677381177,0.0,0.0001387103789622909,2.608550313981469,0.0,1
1.0,0.0,0.0,0.083333,0.083333,12,2.434705964840059,0.0,0.0,0.7263668140868819,0.1951704010977967,0.0,6.825786369532647,0
1.0,0.25,0.25,0.333333,0.0,12,0.41788627774308473,0.6931471743718265,0.0,0.33155697229351483,0.4764737442263027,5.313203491360183,5.081254936885404,3
1.0,1.0,0.0,0.0,0.083333,12,1.976283392108503,0.0,0.6931471752500604,0.0,0.15140051187647807,4.3753787691052395,0.0,2
1.0,0.0,0.0,0.583333,0.0,12,0.6219947887306503,0.0,0.0,0.7375756920132591,0.4844611757656188,0.0,4.9198835128963125,0
1.0,0.666667,0.166667,0.083333,0.0,12,0.7691290572321795,0.350134833762915,0.45789377295423817,0.285789699011817,0.484468676607207,3.7697669809051875,5.33367726136055,3
1.0,1.0,0.916667,0.583333,0.083333,12,1.6857860737411623,0.47478425664832885,0.33098052849679027,0.7345206502382079,0.552875768991849,4.262404597120816,5.84099007034182,3
0.818182,0.916667,0.333333,0.0,0.0,12,2.1894159623324563,0.3592423883145762,0.449645344729937,0.0,0.028007158237531356,3.7098777342042344,0.0,2
1.0,0.0,0.0,0.083333,0.0,12,0.0,0.0,0.0,0.26017281008994303,0.5921885006769911,0.0,6.224898599412768,0
1.0,1.0,0.25,0.333333,0.0,12,0.6004880561044293,0.26603926279013335,0.5278088150160969,0.38635393763865433,0.48626728027390353,3.5756691603022848,5.75191758824062,3
1.0,0.0,0.0,0.25,0.0,12,0.3804480594202192,0.0,0.0,0.41889128002228415,0.6537053403887743,0.0,5.725136405263143,0
0.818182,0.666667,0.416667,0.0,1.0,12,2.693933693904613,0.6043061857505659,0.15701904160142618,0.0,0.0344674439872878,4.689313653523347,0.0,2
1.0,1.0,0.583333,0.0,0.0,12,1.2973262176547327,0.493987539296558,0.308338637131803,0.0,0.20435349328398614,3.757070280369273,0.0,2
0.636364,0.583333,0.0,0.0,0.333333,12,2.57598673510009,0.0,0.693147178395237,0.0,0.03384588271089431,5.265181933046514,0.0,1
1.0,0.0,0.0,0.25,0.0,12,0.24837509808800107,0.0,0.0,0.2796685665833558,0.6891466705910928,0.0,4.07108583935208,0
0.272727,0.166667,0.0,0.0,1.0,12,2.666933514253808,0.0,0.6931471704589354,0.0,0.007816972125519024,5.515437865669908,0.0,1
1.0,0.0,0.0,0.333333,0.0,12,0.8392949394801734,0.0,0.0,0.17493880781794482,0.6352761322312706,0.0,4.8540253981815304,0
1.0,1.0,0.916667,0.5,0.0,12,0.6266977182352044,0.4760754192309475,0.32948760178454467,0.18091201155417402,0.4056563152385681,4.383387356840638,5.1337953088348725,3
1.0,0.25,0.25,0.0,0.0,12,0.0,0.693147176302416,0.0,0.0,0.15074724044222104,4.995850309561734,0.0,3
1.0,1.0,0.0,0.0,0.0,12,1.8959179167764513,0.0,0.6931471796640245,0.0,0.22212267091194052,4.322957441613986,0.0,2
1.0,0.0,0.0,0.166667,0.0,12,0.5620160233151559,0.0,0.0,0.2980706391566179,0.6412610188513007,0.0,6.215451418509447,0
1.0,0.0,0.0,0.333333,0.0,12,0.6420054785530528,0.0,0.0,0.28096612811249977,0.5588370006243645,0.0,6.241665884869499,0
1.0,0.916667,0.916667,0.0,0.0,12,1.918609188810276,0.6931471801587398,0.0,0.0,0.6176763049700992,4.0678396641433725,0.0,3
0.75,0.0,0.0,0.125,0.166667,8,1.7148209749550065,0.0,0.0,1.748626217235953,0.04676684921994998,0.0,5.612071252107891,0
1.0,0.833333,0.166667,0.0,0.0,12,0.654642856906919,0.43851364576891105,0.37128692163092597,0.0,0.614737439583654,4.644542188224258,0.0,3
1.0,0.083333,0.083333,0.5,0.0,12,0.6421066276343715,0.6931471473682316,0.0,0.5589364646219089,0.5049460442796435,5.021499356643792,6.394086125863056,3
0.090909,0.0,0.0,0.083333,0.0,12,0.0,0.0,0.0,3.7217939044254034,0.005324686733704631,0.0,6.839728227243957,0
0.272727,0.25,0.25,0.083333,0.0,12,0.0,0.6931471750472662,0.0,1.207477021719329,0.02306282643289431,4.739481284525429,5.615152688556129,1
1.0,0.833333,0.25,0.0,0.0,12,0.42759305691878335,0.24416837468296476,0.5443227225590155,0.0,0.656259948731522,3.676775905963746,0.0,3
0.636364,0.583333,0.0,0.0,0.0,12,1.0443716969241454,0.0,0.693147160607831,0.0,0.008062401293577975,3.605496455424352,0.0,1
1.0,0.083333,0.083333,0.666667,0.083333,12,1.6293210646360963,0.6931471742811414,0.0,0.9041316891271464,0.542058622390353,6.681258658383525,6.7572566620441386,3
1.0,0.916667,0.0,0.0,0.0,12,1.3847309368189293,0.0,0.6931471691963091,0.0,0.05616977119907353,3.044522004823093,0.0,2
1.0,0.5,0.166667,0.0,0.0,12,0.8913886275108757,0.6307457243329393,0.11421107367331576,0.0,0.5773527917553006,5.119951727329369,0.0,3
1.0,1.0,0.5,0.0,0.0,12,0.9739696502312221,0.22569719529429677,0.5577877546983279,0.0,0.1369379359874398,4.66918975227916,0.0,2
1.0,0.916667,0.333333,0.25,0.0,12,1.835702481050868,0.5854524682167281,0.18581265836991684,0.6044542150134565,0.4627549643266082,3.9294912120323335,5.280267122950533,3
1.0,1.0,0.75,0.0,0.0,12,0.8047606855626137,0.35719153189866565,0.45151526634780176,0.0,0.7217113823477151,4.633736000820475,0.0,3
1.0,1.0,1.0,0.083333,0.0,12,0.9321922578549612,0.6931471736212832,0.0,0.2803651952798624,0.6387128154465289,4.111692380873741,6.5852077297178555,3
1.0,0.333333,0.25,0.0,0.0,12,0.676136106334389,0.5621209261692859,0.21962574026890386,0.0,0.6663569046824422,3.699124820057735,0.0,3
0.818182,0.0,0.0,0.166667,0.0,12,2.308447426309243,0.0,0.0,0.9972337411491439,0.0970108123004551,0.0,6.07924505525897,0
1.0,0.0,0.0,0.5,0.0,12,0.0,0.0,0.0,0.5587063213107526,0.5675689379836512,0.0,6.099658279650144,0
1.0,0.666667,0.416667,0.0,0.0,12,0.7175359931276891,0.48482266394663154,0.31926284777344616,0.0,0.4007553606877143,5.083541781210611,0.0,3
1.0,1.0,1.0,0.0,0.0,12,2.2063128653487962,0.46663621756316165,0.3403068718342411,0.0,0.28733725381689074,4.103981721690107,0.0,2
1.0,0.083333,0.083333,0.0,0.0,12,0.6165852146624843,0.6931471756818965,0.0,0.0,0.3419240672936472,6.241245039118211,0.0,3
0.909091,0.833333,0.0,0.0,0.0,12,1.220763856421005,0.0,0.6931471733104166,0.0,0.0019335853165276934,4.2480655930501445,0.0,2
1.0,0.083333,0.083333,0.083333,0.083333,12,1.9958686619034762,0.6931470060399212,0.0,0.8965271356404064,0.028998947030365745,3.3894524627618052,5.953913077286165,3
0.909091,0.5,0.25,0.0,0.0,12,1.0884512124840289,0.16090061950863316,0.6018165374500274,0.0,0.5532038554038002,4.663396063883986,0.0,3
1.0,0.833333,0.083333,0.083333,0.083333,12,1.601912149564912,0.07416295730704842,0.6538956693961399,0.10771222686455037,0.0649949255337144,4.5588397288368885,4.645362157984069,2
1.0,0.583333,0.0,0.166667,0.0,12,0.25208681101136654,0.0,0.693147179328397,0.06983406758744586,0.7405506033096468,5.673305373062467,4.386425087413887,3
1.0,1.0,1.0,0.0,0.0,12,2.059963690563609,0.5962008409883236,0.16956603574460477,0.0,0.21062383875891244,4.886307180919709,0.0,2
1.0,1.0,0.0,0.0,1.0,12,1.6734499550184658,0.0,0.6931471748144039,0.0,0.006131943142393115,3.6179199596895426,0.0,2
1.0,1.0,0.75,0.75,0.0,12,1.078131921529663,0.3395979623938853,0.46726058093416817,0.1644783030572116,0.5209664197418067,3.8358845805160993,4.554056955480749,3
0.636364,1.0,0.5,0.0,0.636364,12,3.332010620619179,0.2780412087026813,0.5184719452506422,0.0,0.026266002147466536,3.999045763147642,0.0,2
0.363636,0.333333,0.0,0.0,0.25,12,2.463429395999664,0.0,0.693147177870819,0.0,0.0059701881049559645,6.143828999542108,0.0,1
1.0,1.0,1.0,0.75,0.0,12,0.0,0.6601831492884426,0.06283701919136415,0.4484535526367174,0.5532378388696962,4.341682685301402,5.399112506087303,3
1.0,0.0,0.0,0.166667,0.0,12,0.12091337284483897,0.0,0.0,0.03749820045763823,0.6747880093826313,0.0,3.5304040974980957,0
1.0,1.0,1.0,0.0,0.25,12,2.679910513456449,0.5297388766378179,0.2635260992827575,0.0,0.22428822526934616,4.560051780035969,0.0,2
1.0,0.083333,0.083333,0.083333,0.0,12,0.7934574016904665,0.6931471636107932,0.0,0.0856571697087863,0.6269942019003288,5.000579991925287,4.549434123540067,3
1.0,0.0,0.0,0.416667,0.0,12,0.7318918859878433,0.0,0.0,0.14580658944600514,0.6483882222042809,0.0,4.465195921698829,0
1.0,0.0,0.0,0.083333,0.0,12,0.6191304011131166,0.0,0.0,0.2200805285388069,0.38684723169954494,0.0,6.897044451857043,0
1.0,1.0,0.083333,0.0,0.0,12,1.8457974635331855,0.16331617801104,0.6002591605658293,0.0,0.5459847197740906,3.219201342131496,0.0,2
1.0,0.25,0.083333,0.0,0.0,12,0.5224857891135231,0.6644269597243875,0.0550783642192412,0.0,0.3382635239817153,4.722399976405398,0.0,3
1.0,1.0,0.0,0.0,0.5,6,1.6608212488290177,0.0,0.693147169921195,0.0,0.10849004782825498,4.37361472165792,0.0,2
1.0,0.0,0.0,0.083333,0.0,12,0.5203159069091279,0.0,0.0,0.06182687390661188,0.6378448347494502,0.0,5.9160594500911925,0
0.363636,1.0,0.0,0.0,0.0,12,2.5642144794903814,0.0,0.6931471425775713,0.0,0.09793218536088723,2.482402755855384,0.0,1
1.0,0.916667,0.666667,0.083333,0.916667,12,3.0284028838725967,0.6166865508886953,0.13734269346374595,1.2212130058419692,0.03894358133291331,4.803267206984214,7.262227649437312,2
1.0,1.0,0.0,0.0,0.0,12,0.5237987151375854,0.0,0.6931471751522015,0.0,0.7552410997096114,4.3573488243053715,0.0,3
1.0,0.666667,0.416667,0.0,0.0,12,2.462529373139015,0.5338153699997191,0.2581811037734526,0.0,0.08375299322643989,4.763881293926864,0.0,2
0.666667,0.0,0.0,0.222222,0.0,9,2.9829706408854038,0.0,0.0,1.6802659906379422,0.19078647678108726,0.0,6.600352042968982,0
1.0,1.0,1.0,0.583333,0.75,12,3.4582127207342013,0.5298472845451822,0.26338460821131393,0.9785656163540546,0.0888775875331938,4.377337698557649,4.5112773988089705,2
0.363636,0.25,0.0,0.0,0.181818,12,2.0436555730742523,0.0,0.6931471638932791,0.0,0.0018471799506981103,4.615117216516781,0.0,1
0.857143,0.0,0.0,0.285714,0.2,7,1.407574055648443,0.0,0.0,1.024284661019932,0.5476843684565772,0.0,6.075172814747479,0
1.0,1.0,1.0,0.166667,0.0,12,0.8974513449188566,0.5987634298412271,0.16562712963775772,0.12737786192683803,0.6179621297747913,4.1666651144132745,6.297321663775876,3
1.0,0.0,0.0,0.166667,0.0,12,0.7659762396797967,0.0,0.0,0.1203664129118979,0.6384715095336747,0.0,4.643121518430576,0
1.0,0.833333,0.833333,0.25,0.0,12,0.0,0.6931471740377242,0.0,0.43377065152343597,0.5957084094208813,4.172602808381665,5.320194843543232,3
1.0,0.0,0.0,0.583333,0.0,12,0.8744935446843025,0.0,0.0,0.5280511052410832,0.6819582280790825,0.0,5.062318634285445,0
